legacy_item_id,slug,product_code,name,description,category_slug,subcategory,size_display,thickness_in,width_in,material_raw,price,seo_title,seo_description,image_url,legacy_views,status,legacy_post_slug
1893,Stain-grade-wood-door- 202AC,202AC,Stain grade door 202AC,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 202AC,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/202AC.jpg,24,published,stain-grade-wood-door-202ac
1894,Stain-grade-wood-door- 202AS,202AS,Stain grade door 202AS,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 202AS,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/202AS.jpg,21,published,stain-grade-wood-door-202as
1895,Stain-grade-wood-door- 2035,2035,Stain grade door 2035,This is a brief test description. Test test test test test,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 2035,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/2035.jpg,46,published,stain-grade-wood-door-2035
1896,Stain-grade-wood-door- 2036,2036,Stain grade door 2036,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 2036,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/2036.jpg,21,published,stain-grade-wood-door-2036
1897,Stain-grade-wood-door- 203A,203A,Stain grade door 203A,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 203A,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/203A.jpg,117,published,stain-grade-wood-door-203a
1898,Stain-grade-wood-door- 203AC,203AC,Stain grade door 203AC,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 203AC,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/203AC.jpg,17,published,stain-grade-wood-door-203ac
1899,Stain-grade-wood-door- 203AS,203AS,Stain grade door 203AS,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 203AS,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/203AS.jpg,11,published,stain-grade-wood-door-203as
1900,Stain-grade-wood-door- 203E,203E,Stain grade door 203E,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 203E,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/203E.jpg,43,published,stain-grade-wood-door-203e
1901,Stain-grade-wood-door- 203H,203H,Stain grade door 203H,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 203H,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/203H.jpg,39,published,stain-grade-wood-door-203h
1902,Stain-grade-wood-door- 203K,203K,Stain grade door 203K,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 203K,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/203K.jpg,21,published,stain-grade-wood-door-203k
1903,Stain-grade-wood-door- 203KC,203KC,Stain grade door 203KC,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 203KC,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/203KC.jpg,7,published,stain-grade-wood-door-203kc
1904,Stain-grade-wood-door- 203KS,203KS,Stain grade door 203KS,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 203KS,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/203KS.jpg,5,published,stain-grade-wood-door-203ks
1905,Stain-grade-wood-door- 203L,203L,Stain grade door 203L,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 203L,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/203L.jpg,15,published,stain-grade-wood-door-203l
1906,Stain-grade-wood-door- 203T,203T,Stain grade door 203T,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 203T,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/203T.jpg,5,published,stain-grade-wood-door-203t
1907,Stain-grade-wood-door- 203TP,203TP,Stain grade door 203TP,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 203TP,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/203TP.jpg,13,published,stain-grade-wood-door-203tp
1908,Stain-grade-wood-door-2040,2040,Stain grade door 2040,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 2040,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/2040.jpg,56,published,stain-grade-wood-door-2040
1909,Stain-grade-wood-door- 2040C,2040C,Stain grade door 2040C,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 2040C,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/2040C.jpg,18,published,stain-grade-wood-door-2040c
1910,Stain-grade-wood-door- 2040S,2040S,Stain grade door 2040S,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 2040S,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/2040S.jpg,10,published,stain-grade-wood-door-2040s
1911,Stain-grade-wood-door- 204F,204F,Stain grade door 204F,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 204F,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/204F.jpg,6,published,stain-grade-wood-door-204f
1912,Stain-grade-wood-door- 204H,204H,Stain grade door 204H,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 204H,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/204H.jpg,29,published,stain-grade-wood-door-204h
1913,Stain-grade-wood-door- 204L,204L,Stain grade door 204L,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 204L,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/204L.jpg,14,published,stain-grade-wood-door-204l
1914,Stain-grade-wood-door- 204Z,204Z,Stain grade door 204Z,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 204Z,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/204Z.jpg,6,published,stain-grade-wood-door-204z
1915,Stain-grade-wood-door- 2050,2050,Stain grade door 2050,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 2050,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/2050.jpg,33,published,stain-grade-wood-door-2050
1916,Stain-grade-wood-door- 205H,205H,Stain grade door 205H,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 205H,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/205H.jpg,23,published,stain-grade-wood-door-205h
1917,Stain-grade-wood-door- 205L,205L,Stain grade door 205L,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 205L,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/205L.jpg,19,published,stain-grade-wood-door-205l
1918,Stain-grade-wood-door- 2060,2060,Stain grade door 2060,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 2060,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/2060.jpg,64,published,stain-grade-wood-door-2060
1919,Stain-grade-wood-door- 206R,206R,Stain grade door 206R,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 206R,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/206R.jpg,11,published,stain-grade-wood-door-206r
1920,Stain-grade-wood-door- 206T,206T,Stain grade door 206T,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 206T,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/206T.jpg,6,published,stain-grade-wood-door-206t
1921,Stain-grade-wood-door- 2080,2080,Stain grade door 2080,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 2080,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/2080.jpg,10,published,stain-grade-wood-door-2080
1922,Stain-grade-wood-door- 792A,792A,Stain grade door 792A,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 792A,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/792A.jpg,33,published,stain-grade-wood-door-792a
1923,Stain-grade-wood-door- 7935,7935,Stain grade door 7935,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 7935,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/7935.jpg,14,published,stain-grade-wood-door-7935
1924,Stain-grade-wood-door- 7936,7936,Stain grade door 7936,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 7936,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/7936.jpg,5,published,stain-grade-wood-door-7936
1925,Stain-grade-wood-door- 793A,793A,Stain grade door 793A,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 793A,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/793A.jpg,9,published,stain-grade-wood-door-793a
1926,Stain-grade-wood-door- 793K,793K,Stain grade door 793K,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 793K,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/793K.jpg,3,published,stain-grade-wood-door-793k
1927,Stain-grade-wood-door- 793L,793L,Stain grade door 793L,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 793L,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/793L.jpg,12,published,stain-grade-wood-door-793l
1928,Stain-grade-wood-door- 793T,793T,Stain grade door 793T,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 793T,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/793T.jpg,11,published,stain-grade-wood-door-793t
1929,Stain-grade-wood-door- 794F,794F,Stain grade door 794F,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 794F,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/794F.jpg,6,published,stain-grade-wood-door-794f
1930,Stain-grade-wood-door- 794L,794L,Stain grade door 794L,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 794L,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/794L.jpg,14,published,stain-grade-wood-door-794l
1931,Stain-grade-wood-door- 794Z,794Z,Stain grade door 794Z,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 794Z,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/794Z.jpg,3,published,stain-grade-wood-door-794z
1932,Stain-grade-wood-door- 795L,795L,Stain grade door 795L,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 795L,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/795L.jpg,10,published,stain-grade-wood-door-795l
1933,Stain-grade-wood-door- 796R,796R,Stain grade door 796R,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 796R,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/796R.jpg,8,published,stain-grade-wood-door-796r
1934,Stain-grade-wood-door- 796T,796T,Stain grade door 796T,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 796T,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/796T.jpg,8,published,stain-grade-wood-door-796t
1935,Stain-grade-wood-door- 7980,7980,Stain grade door 7980,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door 7980,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/7980.jpg,16,published,stain-grade-wood-door-7980
1936,Stain-grade-wood-door- pine-knotty-2-panel-staved-arch,,Stain grade door pine-knotty-2-panel-staved-arch,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/pine-knotty-2-panel-staved-arch.jpg,76,published,
1937,Stain-grade-wood-door- pine-knotty-2-panel-square,,Stain grade door pine-knotty-2-panel-square,,interior-doors,Stain Grade,standard and custom sizes available,,,Engineered Style & Rail,,Stain grade door pine-knotty-2-panel-square,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/pine-knotty-2-panel-square.jpg,39,published,stain-grade-wood-door-pine-knotty-2-panel-square
1938,z-style-barn-door-fir,,Z Style Barn Door Fir,,interior-doors,Barn Door,"36"",42"",48"" x 84"", 96""",,,Engineered Style & Rail,,,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/douglas-fir-barn-door.jpg,139,published,
1939,z-style-barn-door-knotty-alder,,Z Style Barn Door Knotty Alder,"A knotty alder barn door from Trimlite brings natural warmth and rustic character to any interior space. The rich wood grain and distinctive knots highlight the organic beauty of alder, making each door uniquely expressive and full of texture. Its sliding barn door design adds both style and functionality, offering a space-saving solution that works well in modern farmhouse, rustic, and transitional interiors. Durable and visually striking, it serves as both a practical room divider and a strong architectural focal point. We carry in stock sliding track hardware with the option of soft close and soft open hardware.",interior-doors,Barn Door,"36"",42"",48"" x 84"", 96""",,,Engineered Style & Rail,,Z Style Barn Door Knotty Alder,barn door,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/knotty-alder-barn-door.jpg,757,published,z-style-barn-door-knotty-alder
1940,z-style-barn-door-primed,,Z Style Barn Door Fir primed white,,interior-doors,Barn Door,"36"",42"",48"" x 84"", 96""",,,Engineered Style & Rail,,Z Style Barn Door Fir primed white,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/primed-barn-door.jpg,538,published,z-style-barn-door-primed
1941,louvered-door1,,two panel louvered door,,interior-doors,Louvered,inquire,,,Engineered Style & Rail,,two panel louvered door,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/louvered-door.jpg,206,published,louvered-door1
1942,one-or-two-sided-mirror-door,,1 or 2 sided mirror door,This mirror door can have a mirror on one side or on both sides,interior-doors,Mirror,inquire,,,Engineered Style & Rail,,1 or 2 sided mirror door,,https://www.royalwoodshop.com/wp-content/uploads/2017/07/Doors/mirror-door.jpg,271,published,one-or-two-sided-mirror-door
1943,chalk-board-door,,Chalk Board Door,,interior-doors,Chalk Board,,,,Engineered Style & Rail,,Chalk Board Door,,,10,published,chalk-board-door
1944,handrail,han-2e2,"2-1/2"" Handrail 2E2",Filler,trim-mouldings,Railings,1 - 3/4  X 2 1/2,,,Wood,,,,https://www.royalwoodshop.com/wp-content/uploads/2017/11/han-2e2-3d.jpg,282,published,
1945,baseboard-colonial-builder-5-1/4,BAS-3518,"5-1/4"" Colonial Baseboard 3518 FJ Pine",,trim-mouldings,Baseboard,7/16 X 5-1/4,0.4375,5.25,FJ-PINE,,"5-1/4"" Baseboard 3518",,https://www.royalwoodshop.com/wp-content/uploads/2018/01/BAS-3518-3D-2.jpg,251,published,baseboard-colonial-builder-5-1-4
1946,halifax-lever-satin-nickel,DH-HAL-PA-SN,Halifax Lever Satin Nickel,New reversible style lever Available with round or square rose ANSI/BHMA Grade 2 certified security & quality Push button privacy locking feature with emergency egress Square spindle Telescoping guides for easy installation Passage and privacy satisfy ADA requirements 20 Minute fire rating available Lifetime mechanical and finish warranty,door-hardware,Levers and Knobs,,,,Satin Nickel Finish,,Halifax Lever Satin Nickel,weiser halifax door lever satin nickel,https://www.royalwoodshop.com/wp-content/uploads/2018/01/halifax-lever.jpg,68,published,halifax-lever-satin-nickel
1948,taymor-orleans-lever,DHT-36-D8305SN,Taymor Orleans Lever Passage Nickel,RODUCT FEATURES Fully reversible locks 4-in-1 adjustable latch for drive-in and square mortise installations Full lip radius corner “D” strike All metal construction Fits standard doors ANSI Grade 3 Fire rating available,door-hardware,Levers and Knobs,,,,Satin Nickel,,,,https://www.royalwoodshop.com/wp-content/uploads/2018/02/taymor-orleans-lever.jpg,45,published,
1949,1-lite-shaker-white-laminate-glass,8401 French,1 Lite Shaker interior door with white laminate glass,This one panel french shaker has diffused white laminate glass that allows light through but you cannot see through the glass.,interior-doors,Shaker,standard and custom sizes available,,,Engineered Style & Rail,,1 Lite Shaker white laminate glass,1 lite shaker french,https://www.royalwoodshop.com/wp-content/uploads/2018/03/french-door-8401-1-lite-shaker-white-lam-glass.jpg,201,published,1-lite-shaker-white-laminate-glass
1950,nos-425-stair-nosing,NOS-425,"4-1/2"" Stair Nosing 425",Oak Stair Nosing for 1/2″ thick flooring.,trim-mouldings,Stair Nosing,1-1/16 X 4-1/2,1.0625,4.5,,,"4-1/2"" Stair Nosing 425",Oak Stair Nosing for 1/2,https://www.royalwoodshop.com/wp-content/uploads/2018/03/NOS-425-3d.png,191,published,nos-425-stair-nosing
1951,6-panel-shaker-french,DR-8406,6 Panel Shaker French,,interior-doors,Shaker,,,,Engineered Style & Rail,,6 Panel Shaker French,6 panel shaker door,https://www.royalwoodshop.com/wp-content/uploads/2018/03/8406_DWL_Primed_4066_web.jpg,0,archived,6-panel-shaker-french
1952,8-panel-shaker-french,DR-8404,8 Panel Shaker French,,interior-doors,Shaker,,,,Engineered Style and Rail,,8 Panel Shaker French,8 panel shaker french door,https://www.royalwoodshop.com/wp-content/uploads/2018/03/8408_DWL_8L_Primed_4085_web.jpg,48,published,8-panel-shaker-french
1953,8-panel-shaker-fir,,8 Panel Shaker Fir,,interior-doors,Shaker,,,,,,8 Panel Shaker Fir,8 panel shaker douglas fir door,https://www.royalwoodshop.com/wp-content/uploads/2018/03/8408_Shaker_Fir_4046_web.jpg,33,published,8-panel-shaker-fir
1954,crown-molding-cro-314,CRO-314,"3-1/2"" Crown Mould 314","Rise 2-1/2 Run 2-1/2 This modern cove crown is stocked in Maple, Walnut, Oak, and Poplar.",trim-mouldings,Crown,3/4 X 3-1/2,0.75,3.5,wood,,"3-1/2"" Crown Mould 314",Symmetrical cove crown moulding,https://www.royalwoodshop.com/wp-content/uploads/2018/05/CRO-314-3D.jpg,247,published,crown-molding-cro-314
1955,crown-moulding-cro-705,CRO-705,"7-1/4"" Crown Mould 705","This is a large modern symmetrical cove crown in stock in primed finger jointed poplar, 16′ lengths.",trim-mouldings,Crown,3/4 X 7-1/4,0.75,7.25,Wood,,,,https://www.royalwoodshop.com/wp-content/uploads/2018/05/CRO-705-3D.jpg,264,published,
1956,crown-moulding-623-contemporary-6-inch,CRO-623,"6-1/2"" Crown Mould 623",Rise 4-7/8 Run 4-13/16 6-1/2″ Contemporary Crown in Poplar and large enough for 8′ or 9′ ceilings.,trim-mouldings,Crown,7/8 X 6-1/2,0.875,6.5,WOOD,,"6-1/2"" Crown Mould 623",6-1/2 inch contemporary plain crown moulding,https://www.royalwoodshop.com/wp-content/uploads/2018/06/CRO-623-3D.jpg,229,published,crown-moulding-623-contemporary-6-inch
1957,door-stop-shoe-moulding,STO-205,"2"" Door Stop 205",1/2 x 2″ contemporary bevel door stop wood,trim-mouldings,Door Stop,"1/2 X 2""",0.5,2.0,Poplar,,"2"" Door Stop 205",door-stop-shoe-moulding-poplar,https://www.royalwoodshop.com/wp-content/uploads/2018/12/STO-205-3D.jpg,71,published,door-stop-shoe-moulding
1958,bevelled-door-stop,STO-1K5,"Bevel Door Stop Primed Poplar 1-1/2"" STO-1K5","Modern Plain Bevel Stop for Baseboard Shoe mould, Door Stop, or incorporate into any millwork design.",trim-mouldings,Door Stop,1/2 X 1-1/2,0.5,1.5,Primed Poplar,,"1-1/2"" Door Stop 1K5",door-stop-shoe-moulding-poplar-sto-1k5,https://www.royalwoodshop.com/wp-content/uploads/2018/12/STO-1K5-3D.jpg,319,published,bevelled-door-stop
1959,birkdale-door,,Birkdale,,interior-doors,Moulded Panel,inquire,,,wood composite,,Birkdale,3 panel birkdale door,https://www.royalwoodshop.com/wp-content/uploads/2019/01/Birkdale_slab.jpg,130,published,birkdale-door
1960,bas-3f0-REALSTAR,BAS-3F0,"3-1/2"" Baseboard 3f0",primed plain bevel baseboard,trim-mouldings,Baseboard,1/2 X 3-1/2,0.5,3.5,primed wood,,"3-1/2"" Baseboard 3f0",bevel-baseboard,https://www.royalwoodshop.com/wp-content/uploads/2019/07/BAS-3F0-3D-RealStar-Baseboard.jpg,122,published,bas-3f0-realstar
1961,door-stop-196,STO-196,"1"" Door Stop 196",3/8 x 1″ eased one edge primed wood door stop shoe mould 10′ lengths RealStar spec,trim-mouldings,Door Stop,"3/8 X 1""",0.375,1.0,Primed wood,,"1"" Door Stop 196",,https://www.royalwoodshop.com/wp-content/uploads/2019/07/STO-196-3D.jpg,180,published,door-stop-196
1962,shiplap-tg-1x6x16-fl-wr,t&g-1x6x16-fl-wr,Shiplap Paneling 1x6 white end matched,Pre-Finished Painted white shiplap T&G in 10′ and 16′ lengths. This product is painted pine for interior and covered exterior use. The lengths are 10′ and 16′ and are sold in bundles of 6 pcs.,trim-mouldings,Tongue & Groove,"11/16 x 4-3/4"" face",0.6875,4.75,painted pine,,Shiplap T&G-1x6x16-fl-wr,painted shiplap wall paneling,https://www.royalwoodshop.com/wp-content/uploads/2019/07/tg-1x6x16-fl-3D.jpg,297,published,shiplap-tg-1x6x16-fl-wr
1963,baseboard-5cn,BAS-5CN,Plain Bevel Baseboard Trim bas-5CN Primed York Region Toronto,"The 5-1/4″ plain bevel baseboard offers a clean, understated profile that blends seamlessly into a wide range of interior styles, from modern to transitional. Its subtle beveled edge adds just enough definition to create soft shadow lines, giving the trim a finished look without ornate detailing. This simplicity allows it to pair effortlessly with various casing profiles and wall finishes, making it highly versatile throughout the home. Durable and timeless, a bevel baseboard provides a crisp architectural transition between wall and floor while maintaining a minimal, refined aesthetic.",trim-mouldings,Baseboard,5/8 X 5-1/4,0.625,5.25,Primed Poplar,,Baseboard 5CN,plain-bevel-baseboard,https://www.royalwoodshop.com/wp-content/uploads/2019/09/BAS-5CN-3D-1.jpg,284,published,baseboard-5cn
1965,modern-base-cap-backband,RAB-002,Modern Base Cap Backband,,trim-mouldings,Backband,3/4 x 3/4,0.75,0.75,poplar,,Modern Base Cap Backband,,https://www.royalwoodshop.com/wp-content/uploads/2019/10/RAB-002-3D.jpg,83,published,modern-base-cap-backband
1966,contemporary-base-cap-backband,RAB-002,Contemporary Base Cap Backband,,trim-mouldings,Base Cap,3/4 X 3/4,0.75,0.75,POPLAR,,Contemporary Base Cap Backband,,https://www.royalwoodshop.com/wp-content/uploads/2019/10/RAB-002-3D.jpg,53,published,contemporary-base-cap-backband
1967,newel-post-chamfered,sc-fn-cham,Newel Post - Chamfered,"Chamfered Newel Post for staircase, available in Oak and Maple and various sizes.",stair-railing,,"3-1/2"", and 4-1/2 x 48""",,,Oak and Maple,,,,https://www.royalwoodshop.com/wp-content/uploads/2019/10/stair-newel-post-chamfered.jpg,732,published,
1968,spindle-chamfered,sc-chm136,Spindle - Chamfered,"Chamfered staircase spindles, paintable and stainable in Oak and Soft Maple.",stair-railing,,"1-5/16"" x 36"" and 39""",,,Oak and Maple,,,,https://www.royalwoodshop.com/wp-content/uploads/2019/10/chamfered-stair-spindle.jpg,279,published,
1969,spindle-colonial,sc-cs136,Spindle - Colonial,Classic colonial traditional spindle for staricase.,stair-railing,,"1-5/16"", 1-3/4"" x 36"",39""",,,Poplar & Red Oak,,,,https://www.royalwoodshop.com/wp-content/uploads/2019/10/colonial_spindles.jpg,230,published,
1970,newel-post-fluted,sc-fn-flut,Newel Post - Fluted,Fluted newel post for staircase.,stair-railing,,"3-1/2"" x 48""",3.5,48.0,Red Oak,,,,https://www.royalwoodshop.com/wp-content/uploads/2019/10/Fluted_Newel_Post.jpg,367,published,
1971,newel-post-plain-square-modern,sc-fn-plain,Newel Post - Plain Square Modern,Plain square modern newel post for staircase.,stair-railing,,"2-3/4"", 3-1/2"", 4"", 4-1/2"" x 48""",,,"Red Oak, White Oak, Maple, Poplar",,,,https://www.royalwoodshop.com/wp-content/uploads/2019/10/Plain-square-modern-newel.jpg,820,published,
1972,spindle-plain-square-modern,sc-ss136,Spindle - Plain Square Modern,"Plain square spindle for staircase in stock in pre-finished white, Poplar, and Oak. Pine and Maple available on quick ship program.",stair-railing,,"1-5/16"", 1-3/4"" x 36"",39"",42""",,,"Painted White, Oak, Poplar",,,,https://www.royalwoodshop.com/wp-content/uploads/2019/10/stair-spindle-plain-square-paint-grade.jpg,350,published,
1973,newel-post-shaker,sc-fn-shak,Newel Post Shaker,This shaker panel newel post for staircases can be altered to show any panel configuration required.,stair-railing,,"3-1/2"", 4"", 6"" x 48""",,,Oak and Maple,,,,https://www.royalwoodshop.com/wp-content/uploads/2019/10/stair-newel-post-shaker-oak.jpg,868,published,
1974,newel-post-simcoe,sc-fn-sim,Newel Post - Simcoe,Simcoe panel newel post for staircase.,stair-railing,,"4"", 6"" x 48""",,,Oak and Maple,,,,https://www.royalwoodshop.com/wp-content/uploads/2019/10/stair-newel-post-simcoe-panel.jpg,681,published,
1975,newel-caps,,Newel Caps,"Newel caps for 2-3/4″, 3-1/2″, 4″, 4-1/2″ newel posts.",stair-railing,,,,,Oak and Maple,,,,https://www.royalwoodshop.com/wp-content/uploads/2019/10/Stair_Post_Caps.jpg,525,published,
1976,newel-post-colonial,sc-fn-col,Newel Post - Colonial,Classic colonial traditional newel post for staircase.,stair-railing,,"2-3/4"", 3-1/2"" x 48""",,,Oak and Maple,,,,https://www.royalwoodshop.com/wp-content/uploads/2019/10/stair-newe-post-classic-colonial.jpg,286,published,
1977,tread-cover-closed-stringer,,Tread Cover - closed stringer,"Cover your stair treads with tread cover for closed stringer stair treads. Stair covers are in stock in stain grade red oak, white oak, and maple. The dimension of our standard wide nose stair cover will cover 9-1/4″ x 36″ and can be cut down on site to fit narrower staircases. Risers are sold separately in mdf, white oak, red oak, and maple.",stair-railing,,,,,"Red Oak, White Oak, Maple",,,,https://www.royalwoodshop.com/wp-content/uploads/2018/01/tread-cover-wood-stair-cap-2.jpg,847,published,
1978,tread-cover-open-stringer,sc-tcos,Tread Cover - open stringer,"Tread cover for open stringer staircase left or right. The tread cover will cover 9-1/4″ x 42″ can can be trimmed to suite. In stock species include Maple, Red Oak, White Oak. Returned ends sold separately. Custom orders are available with a 4 week lead time and 50% deposit.",stair-railing,,9-1/4 x 42,9.25,42.0,Oak and Maple,,Tread Cover - open stringer,,https://www.royalwoodshop.com/wp-content/uploads/2019/10/IMG_9053.jpg,397,published,tread-cover-open-stringer
1979,stair-tread,sc-t242-ro,Stair Tread closed stringer,1-1/16 x 42 x 10-1/2″ Oak stair tread for staircase. This is a premium quality tread with little colour variation.,stair-railing,,10-1/2 x 42,10.5,42.0,Red Oak,,,,https://www.royalwoodshop.com/wp-content/uploads/2018/01/tread-closed-end-stair-step.jpg,212,published,
1980,stair-tread-open-stringer,sc-t42r-to,Stair Tread - open stringer,1-1/16 x 10-1/2 x 42″ Open stringer tread for staircase. This tread is reversible for right and left hand staircases with the returned end attached and ready for installation.,stair-railing,,10-1/2 x 42,10.5,42.0,Red Oak,,,,https://www.royalwoodshop.com/wp-content/uploads/2018/01/tread-open-returned-end-stair-step.jpg,165,published,
1981,risers,,Risers,"Risers for staircase are in stock in White Oak, Red Oak, MDF (paint grade), and Maple.",stair-railing,,,,,"white oak, red oak, maple mdf",,,,https://www.royalwoodshop.com/wp-content/uploads/2019/10/stair-risers.jpg,174,published,
